epoc,open,high,low,close,volume
1501055100,9995.75,9997.25,9994.0,9994.0,0
1501056000,9996.1,10004.8,9987.7,10002.2,0
1501056900,10001.5,10002.8,9999.4,10001.5,0
1501057800,10002.3,10003.4,9993.8,9998.7,0
1501058700,9998.1,10004.45,9998.05,10000.6,0
1501059600,10002.9,10005.05,9997.8,10005.0,0
1501060500,10009.0,10014.8,10009.0,10014.8,0
1501061400,10014.5,10024.2,10014.4,10021.3,0
1501062300,10023.6,10024.45,10020.3,10020.3,0
1501039800,9983.65,9983.65,9983.65,9983.65,0
1501040700,9977.4,9987.45,9969.5,9987.45,0
1501041600,9987.5,9987.5,9980.25,9983.4,0
1501042500,9982.6,9987.1,9982.6,9986.95,0
1501043400,9987.55,9989.6,9981.95,9982.45,0
1501044300,9982.3,9986.3,9981.25,9986.3,0
1501045200,9987.6,9992.55,9985.7,9992.55,0
1501046100,9991.95,9995.9,9991.8,9994.0,0
1501047000,9992.9,9993.0,9989.35,9990.15,0
1501047900,9989.1,9990.5,9988.15,9990.5,0
1501048800,9989.95,9994.6,9989.95,9994.15,0
1501049700,9995.5,10000.25,9994.75,9998.95,0
1501050600,9999.0,10001.55,9996.65,10001.3,0
1501051500,10004.3,10009.05,10002.85,10009.0,0
1501052400,10008.7,10010.15,10003.25,10003.2,0
1501053300,10004.7,10004.65,9999.15,10004.3,0
1501054200,10003.0,10003.0,9992.6,9995.8,0
1501055100,9995.75,9997.25,9994.0,9994.0,0
1501056000,9996.1,10004.8,9987.7,10002.2,0
1501056900,10001.5,10002.8,9999.4,10001.5,0
1501057800,10002.3,10003.4,9993.8,9998.7,0
1501058700,9998.1,10004.45,9998.05,10000.6,0
1501059600,10002.9,10005.05,9997.8,10005.0,0
1501060500,10009.0,10014.8,10009.0,10014.8,0
1501061400,10014.5,10024.2,10014.4,10021.3,0
1501062300,10023.6,10024.45,10020.3,10020.3,0
1501126200,10063.2,10063.25,10063.25,10063.2,0
1501127100,10061.2,10083.95,10061.2,10076.6,0
1501128000,10077.3,10085.4,10072.4,10084.4,0
1501128900,10086.6,10096.5,10084.3,10095.9,0
1501129800,10096.8,10096.85,10083.1,10087.2,0
1501130700,10088.5,10090.5,10084.5,10086.7,0
1501131600,10087.4,10097.9,10087.4,10097.2,0
1501132500,10096.8,10101.95,10096.25,10101.6,0
1501133400,10103.1,10106.5,10102.4,10105.5,0
1501134300,10109.5,10113.8,10109.15,10113.8,0
1501135200,10113.3,10113.3,10102.3,10102.3,0
1501136100,10100.3,10103.55,10096.5,10102.5,0
1501137000,10104.3,10106.6,10098.95,10104.1,0
1501137900,10102.5,10102.45,10084.05,10084.0,0
1501138800,10087.7,10087.65,10069.45,10078.8,0
1501139700,10079.2,10081.05,10061.9,10066.9,0
1501140600,10070.7,10079.7,10065.15,10078.3,0
1501141500,10077.8,10077.85,10068.7,10071.3,0
1501142400,10072.0,10072.55,10056.6,10066.0,0
1501143300,10067.5,10081.1,10064.6,10075.5,0
1501144200,10071.1,10074.5,10067.45,10074.5,0
1501145100,10076.0,10082.7,10075.95,10079.0,0
1501146000,10076.2,10077.25,10065.1,10077.2,0
